File,Cluster
01-MFCC.csv,Other Artist 1
02-MFCC.csv,Other Artist 1
03-MFCC.csv,Asha Bhosale
04-MFCC.csv,Kishore Kumar
05-MFCC.csv,Jana Gana Mana
06-MFCC.csv,Other Artist 2
07-MFCC.csv,Michael Jackson
08-MFCC.csv,Kishore Kumar
09-MFCC.csv,Jana Gana Mana
10-MFCC.csv,Other Artist 2
100-MFCC.csv,Other Artist 1
101-MFCC.csv,Michael Jackson
102-MFCC.csv,Other Artist 2
103-MFCC.csv,Asha Bhosale
104-MFCC.csv,Kishore Kumar
105-MFCC.csv,Other Artist 2
106-MFCC.csv,Michael Jackson
107-MFCC.csv,Other Artist 1
108-MFCC.csv,Other Artist 1
109-MFCC.csv,Kishore Kumar
11-MFCC.csv,Kishore Kumar
110-MFCC.csv,Michael Jackson
111-MFCC.csv,Jana Gana Mana
112-MFCC.csv,Other Artist 2
113-MFCC.csv,Other Artist 2
114-MFCC.csv,Michael Jackson
115-MFCC.csv,Other Artist 2
116-MFCC.csv,Jana Gana Mana
12-MFCC.csv,Kishore Kumar
13-MFCC.csv,Other Artist 2
14-MFCC.csv,Michael Jackson
15-MFCC.csv,Other Artist 2
16-MFCC.csv,Other Artist 1
17-MFCC.csv,Other Artist 1
18-MFCC.csv,Jana Gana Mana
19-MFCC.csv,Kishore Kumar
20-MFCC.csv,Asha Bhosale
21-MFCC.csv,Michael Jackson
22-MFCC.csv,Michael Jackson
23-MFCC.csv,Michael Jackson
24-MFCC.csv,Asha Bhosale
25-MFCC.csv,Kishore Kumar
26-MFCC.csv,Jana Gana Mana
27-MFCC.csv,Other Artist 1
28-MFCC.csv,Michael Jackson
29-MFCC.csv,Jana Gana Mana
30-MFCC.csv,Kishore Kumar
31-MFCC.csv,Michael Jackson
32-MFCC.csv,Other Artist 2
33-MFCC.csv,Other Artist 2
34-MFCC.csv,Michael Jackson
35-MFCC.csv,Other Artist 1
36-MFCC.csv,Michael Jackson
37-MFCC.csv,Michael Jackson
38-MFCC.csv,Other Artist 2
39-MFCC.csv,Other Artist 2
40-MFCC.csv,Kishore Kumar
41-MFCC.csv,Other Artist 2
42-MFCC.csv,Other Artist 2
43-MFCC.csv,Other Artist 2
44-MFCC.csv,Asha Bhosale
45-MFCC.csv,Other Artist 1
46-MFCC.csv,Jana Gana Mana
47-MFCC.csv,Kishore Kumar
48-MFCC.csv,Other Artist 2
49-MFCC.csv,Kishore Kumar
50-MFCC.csv,Jana Gana Mana
51-MFCC.csv,Jana Gana Mana
52-MFCC.csv,Kishore Kumar
53-MFCC.csv,Kishore Kumar
54-MFCC.csv,Michael Jackson
55-MFCC.csv,Michael Jackson
56-MFCC.csv,Other Artist 2
57-MFCC.csv,Michael Jackson
58-MFCC.csv,Michael Jackson
59-MFCC.csv,Jana Gana Mana
60-MFCC.csv,Michael Jackson
61-MFCC.csv,Jana Gana Mana
62-MFCC.csv,Other Artist 2
63-MFCC.csv,Jana Gana Mana
64-MFCC.csv,Kishore Kumar
65-MFCC.csv,Michael Jackson
66-MFCC.csv,Jana Gana Mana
67-MFCC.csv,Jana Gana Mana
68-MFCC.csv,Michael Jackson
69-MFCC.csv,Kishore Kumar
70-MFCC.csv,Kishore Kumar
71-MFCC.csv,Michael Jackson
72-MFCC.csv,Other Artist 2
73-MFCC.csv,Kishore Kumar
74-MFCC.csv,Asha Bhosale
75-MFCC.csv,Other Artist 1
76-MFCC.csv,Kishore Kumar
77-MFCC.csv,Other Artist 2
78-MFCC.csv,Asha Bhosale
79-MFCC.csv,Other Artist 2
80-MFCC.csv,Other Artist 1
81-MFCC.csv,Other Artist 1
82-MFCC.csv,Michael Jackson
83-MFCC.csv,Jana Gana Mana
84-MFCC.csv,Jana Gana Mana
85-MFCC.csv,Other Artist 2
86-MFCC.csv,Asha Bhosale
87-MFCC.csv,Other Artist 1
88-MFCC.csv,Kishore Kumar
89-MFCC.csv,Kishore Kumar
90-MFCC.csv,Other Artist 1
91-MFCC.csv,Other Artist 2
92-MFCC.csv,Michael Jackson
93-MFCC.csv,Jana Gana Mana
94-MFCC.csv,Michael Jackson
95-MFCC.csv,Other Artist 1
96-MFCC.csv,Jana Gana Mana
97-MFCC.csv,Jana Gana Mana
98-MFCC.csv,Michael Jackson
99-MFCC.csv,Other Artist 2
