File,Cluster
Asha-Bhosle-1-MFCC.csv,0
Asha-Bhosle-10-MFCC.csv,5
Asha-Bhosle-11-MFCC.csv,0
Asha-Bhosle-12-MFCC.csv,5
Asha-Bhosle-13-MFCC.csv,0
Asha-Bhosle-14-MFCC.csv,5
Asha-Bhosle-15-MFCC.csv,0
Asha-Bhosle-16-MFCC.csv,1
Asha-Bhosle-17-MFCC.csv,1
Asha-Bhosle-18-MFCC.csv,0
Asha-Bhosle-19-MFCC.csv,1
Asha-Bhosle-2-MFCC.csv,0
Asha-Bhosle-20-MFCC.csv,5
Asha-Bhosle-21-MFCC.csv,1
Asha-Bhosle-22-MFCC.csv,0
Asha-Bhosle-23-MFCC.csv,0
Asha-Bhosle-3-MFCC.csv,0
Asha-Bhosle-4-MFCC.csv,1
Asha-Bhosle-5-MFCC.csv,0
Asha-Bhosle-6-MFCC.csv,0
Asha-Bhosle-7-MFCC.csv,1
Asha-Bhosle-8-MFCC.csv,1
Asha-Bhosle-9-MFCC.csv,1
Bhav-Geet-1-MFCC.csv,1
Bhav-Geet-10-MFCC.csv,1
Bhav-Geet-11-MFCC.csv,1
Bhav-Geet-12-MFCC.csv,4
Bhav-Geet-13-MFCC.csv,4
Bhav-Geet-14-MFCC.csv,4
Bhav-Geet-15-MFCC.csv,1
Bhav-Geet-16-MFCC.csv,1
Bhav-Geet-17-MFCC.csv,1
Bhav-Geet-18-MFCC.csv,5
Bhav-Geet-19-MFCC.csv,1
Bhav-Geet-2-MFCC.csv,4
Bhav-Geet-20-MFCC.csv,4
Bhav-Geet-3-MFCC.csv,1
Bhav-Geet-4-MFCC.csv,0
Bhav-Geet-5-MFCC.csv,4
Bhav-Geet-6-MFCC.csv,4
Bhav-Geet-7-MFCC.csv,4
Bhav-Geet-8-MFCC.csv,0
Bhav-Geet-9-MFCC.csv,4
Jana-Gana-Mana-1-MFCC.csv,2
Jana-Gana-Mana-2-MFCC.csv,2
Jana-Gana-Mana-3-MFCC.csv,2
Jana-Gana-Mana-4-MFCC.csv,2
Jana-Gana-Mana-5-MFCC.csv,2
Jana-Gana-Mana-6-MFCC.csv,2
Jana-Gana-Mana-7-MFCC.csv,2
Jana-Gana-Mana-8-MFCC.csv,2
Kishore-Kumar-1-MFCC.csv,2
Kishore-Kumar-10-MFCC.csv,1
Kishore-Kumar-11-MFCC.csv,4
Kishore-Kumar-12-MFCC.csv,5
Kishore-Kumar-13-MFCC.csv,4
Kishore-Kumar-14-MFCC.csv,1
Kishore-Kumar-15-MFCC.csv,2
Kishore-Kumar-16-MFCC.csv,4
Kishore-Kumar-17-MFCC.csv,0
Kishore-Kumar-2-MFCC.csv,0
Kishore-Kumar-3-MFCC.csv,1
Kishore-Kumar-4-MFCC.csv,1
Kishore-Kumar-5-MFCC.csv,2
Kishore-Kumar-6-MFCC.csv,2
Kishore-Kumar-7-MFCC.csv,2
Kishore-Kumar-8-MFCC.csv,2
Kishore-Kumar-9-MFCC.csv,0
Lavni-Song-1-MFCC.csv,1
Lavni-Song-10-MFCC.csv,1
Lavni-Song-11-MFCC.csv,3
Lavni-Song-2-MFCC.csv,1
Lavni-Song-3-MFCC.csv,1
Lavni-Song-4-MFCC.csv,1
Lavni-Song-5-MFCC.csv,1
Lavni-Song-6-MFCC.csv,1
Lavni-Song-7-MFCC.csv,1
Lavni-Song-8-MFCC.csv,4
Lavni-Song-9-MFCC.csv,5
Michael-Jackson-1-MFCC.csv,2
Michael-Jackson-2-MFCC.csv,2
Michael-Jackson-3-MFCC.csv,3
Michael-Jackson-4-MFCC.csv,3
Michael-Jackson-5-MFCC.csv,3
Michael-Jackson-6-MFCC.csv,2
Michael-Jackson-7-MFCC.csv,3
Michael-Jackson-8-MFCC.csv,3
Michael-Jackson-9-MFCC.csv,3
