File,Cluster
01-MFCC.csv,-1
02-MFCC.csv,3
03-MFCC.csv,3
04-MFCC.csv,-1
05-MFCC.csv,2
06-MFCC.csv,-1
07-MFCC.csv,-1
08-MFCC.csv,3
09-MFCC.csv,2
10-MFCC.csv,-1
100-MFCC.csv,-1
101-MFCC.csv,-1
102-MFCC.csv,-1
103-MFCC.csv,3
104-MFCC.csv,-1
105-MFCC.csv,-1
106-MFCC.csv,-1
107-MFCC.csv,-1
108-MFCC.csv,-1
109-MFCC.csv,-1
11-MFCC.csv,-1
110-MFCC.csv,-1
111-MFCC.csv,-1
112-MFCC.csv,-1
113-MFCC.csv,-1
114-MFCC.csv,3
115-MFCC.csv,-1
116-MFCC.csv,-1
12-MFCC.csv,-1
13-MFCC.csv,1
14-MFCC.csv,0
15-MFCC.csv,-1
16-MFCC.csv,-1
17-MFCC.csv,3
18-MFCC.csv,2
19-MFCC.csv,-1
20-MFCC.csv,3
21-MFCC.csv,-1
22-MFCC.csv,0
23-MFCC.csv,-1
24-MFCC.csv,-1
25-MFCC.csv,-1
26-MFCC.csv,-1
27-MFCC.csv,-1
28-MFCC.csv,2
29-MFCC.csv,-1
30-MFCC.csv,0
31-MFCC.csv,-1
32-MFCC.csv,-1
33-MFCC.csv,-1
34-MFCC.csv,-1
35-MFCC.csv,-1
36-MFCC.csv,-1
37-MFCC.csv,-1
38-MFCC.csv,-1
39-MFCC.csv,1
40-MFCC.csv,-1
41-MFCC.csv,-1
42-MFCC.csv,-1
43-MFCC.csv,-1
44-MFCC.csv,3
45-MFCC.csv,3
46-MFCC.csv,-1
47-MFCC.csv,-1
48-MFCC.csv,-1
49-MFCC.csv,-1
50-MFCC.csv,-1
51-MFCC.csv,-1
52-MFCC.csv,-1
53-MFCC.csv,3
54-MFCC.csv,-1
55-MFCC.csv,0
56-MFCC.csv,-1
57-MFCC.csv,-1
58-MFCC.csv,-1
59-MFCC.csv,-1
60-MFCC.csv,-1
61-MFCC.csv,-1
62-MFCC.csv,1
63-MFCC.csv,-1
64-MFCC.csv,-1
65-MFCC.csv,-1
66-MFCC.csv,2
67-MFCC.csv,-1
68-MFCC.csv,0
69-MFCC.csv,3
70-MFCC.csv,-1
71-MFCC.csv,-1
72-MFCC.csv,-1
73-MFCC.csv,-1
74-MFCC.csv,-1
75-MFCC.csv,-1
76-MFCC.csv,0
77-MFCC.csv,1
78-MFCC.csv,3
79-MFCC.csv,-1
80-MFCC.csv,-1
81-MFCC.csv,3
82-MFCC.csv,2
83-MFCC.csv,2
84-MFCC.csv,-1
85-MFCC.csv,1
86-MFCC.csv,3
87-MFCC.csv,-1
88-MFCC.csv,-1
89-MFCC.csv,-1
90-MFCC.csv,-1
91-MFCC.csv,-1
92-MFCC.csv,-1
93-MFCC.csv,-1
94-MFCC.csv,-1
95-MFCC.csv,-1
96-MFCC.csv,-1
97-MFCC.csv,-1
98-MFCC.csv,3
99-MFCC.csv,-1
