File,Cluster
01-MFCC.csv,Other Artist 1
02-MFCC.csv,Asha Bhosale
03-MFCC.csv,Michael Jackson
04-MFCC.csv,Kishore Kumar
05-MFCC.csv,Jana Gana Mana
06-MFCC.csv,Other Artist 2
07-MFCC.csv,Other Artist 2
08-MFCC.csv,Michael Jackson
09-MFCC.csv,Jana Gana Mana
10-MFCC.csv,Other Artist 2
100-MFCC.csv,Jana Gana Mana
101-MFCC.csv,Other Artist 2
102-MFCC.csv,Kishore Kumar
103-MFCC.csv,Michael Jackson
104-MFCC.csv,Other Artist 2
105-MFCC.csv,Kishore Kumar
106-MFCC.csv,Other Artist 2
107-MFCC.csv,Other Artist 1
108-MFCC.csv,Other Artist 1
109-MFCC.csv,Kishore Kumar
11-MFCC.csv,Other Artist 2
110-MFCC.csv,Other Artist 2
111-MFCC.csv,Jana Gana Mana
112-MFCC.csv,Other Artist 2
113-MFCC.csv,Other Artist 2
114-MFCC.csv,Asha Bhosale
115-MFCC.csv,Kishore Kumar
116-MFCC.csv,Asha Bhosale
12-MFCC.csv,Michael Jackson
13-MFCC.csv,Kishore Kumar
14-MFCC.csv,Jana Gana Mana
15-MFCC.csv,Other Artist 2
16-MFCC.csv,Asha Bhosale
17-MFCC.csv,Other Artist 1
18-MFCC.csv,Jana Gana Mana
19-MFCC.csv,Other Artist 2
20-MFCC.csv,Michael Jackson
21-MFCC.csv,Other Artist 2
22-MFCC.csv,Other Artist 2
23-MFCC.csv,Other Artist 2
24-MFCC.csv,Other Artist 2
25-MFCC.csv,Kishore Kumar
26-MFCC.csv,Jana Gana Mana
27-MFCC.csv,Other Artist 1
28-MFCC.csv,Jana Gana Mana
29-MFCC.csv,Jana Gana Mana
30-MFCC.csv,Kishore Kumar
31-MFCC.csv,Asha Bhosale
32-MFCC.csv,Kishore Kumar
33-MFCC.csv,Kishore Kumar
34-MFCC.csv,Asha Bhosale
35-MFCC.csv,Other Artist 1
36-MFCC.csv,Other Artist 2
37-MFCC.csv,Other Artist 2
38-MFCC.csv,Kishore Kumar
39-MFCC.csv,Kishore Kumar
40-MFCC.csv,Kishore Kumar
41-MFCC.csv,Other Artist 2
42-MFCC.csv,Other Artist 2
43-MFCC.csv,Other Artist 2
44-MFCC.csv,Michael Jackson
45-MFCC.csv,Other Artist 1
46-MFCC.csv,Jana Gana Mana
47-MFCC.csv,Michael Jackson
48-MFCC.csv,Other Artist 2
49-MFCC.csv,Kishore Kumar
50-MFCC.csv,Jana Gana Mana
51-MFCC.csv,Jana Gana Mana
52-MFCC.csv,Kishore Kumar
53-MFCC.csv,Michael Jackson
54-MFCC.csv,Other Artist 2
55-MFCC.csv,Other Artist 2
56-MFCC.csv,Other Artist 2
57-MFCC.csv,Other Artist 2
58-MFCC.csv,Other Artist 2
59-MFCC.csv,Jana Gana Mana
60-MFCC.csv,Other Artist 2
61-MFCC.csv,Other Artist 1
62-MFCC.csv,Kishore Kumar
63-MFCC.csv,Jana Gana Mana
64-MFCC.csv,Other Artist 2
65-MFCC.csv,Other Artist 2
66-MFCC.csv,Jana Gana Mana
67-MFCC.csv,Asha Bhosale
68-MFCC.csv,Other Artist 2
69-MFCC.csv,Other Artist 2
70-MFCC.csv,Kishore Kumar
71-MFCC.csv,Other Artist 2
72-MFCC.csv,Other Artist 2
73-MFCC.csv,Kishore Kumar
74-MFCC.csv,Michael Jackson
75-MFCC.csv,Other Artist 1
76-MFCC.csv,Other Artist 2
77-MFCC.csv,Kishore Kumar
78-MFCC.csv,Michael Jackson
79-MFCC.csv,Other Artist 2
80-MFCC.csv,Other Artist 2
81-MFCC.csv,Other Artist 1
82-MFCC.csv,Jana Gana Mana
83-MFCC.csv,Jana Gana Mana
84-MFCC.csv,Jana Gana Mana
85-MFCC.csv,Kishore Kumar
86-MFCC.csv,Michael Jackson
87-MFCC.csv,Asha Bhosale
88-MFCC.csv,Other Artist 2
89-MFCC.csv,Other Artist 2
90-MFCC.csv,Other Artist 1
91-MFCC.csv,Kishore Kumar
92-MFCC.csv,Other Artist 2
93-MFCC.csv,Jana Gana Mana
94-MFCC.csv,Other Artist 2
95-MFCC.csv,Other Artist 1
96-MFCC.csv,Jana Gana Mana
97-MFCC.csv,Jana Gana Mana
98-MFCC.csv,Other Artist 2
99-MFCC.csv,Kishore Kumar
